,rand_smi,cano_smi,Class,pIC50
1259,c1ccc(C(F)(F)F)cc1C[NH2+]CC(C(Cc1ccccc1)NC(c1cc(ccn1)N(S(C)(=O)=O)c1ccccc1)=O)O,CS(=O)(=O)N(c1ccccc1)c1ccnc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,0,5.3400836
1260,N([C@H]([C@@H](O)C[C@@H](C)C(NCC(C)C)=O)CC(C)C)C(=O)[C@@H](NC(=O)c1cccc2c1cccc2)Cc1ccccc1,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2ccccc12,0,5.3306832
1261,c1c(cc(cc1F)F)CC(C(O)C[NH2+]C1(CC[NH2+]CC1)c1cccc(c1)C(C)(C)C)NC(C)=O,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CC[NH2+]CC1,0,5.3279023
1262,c1cccc(Cl)c1-c1ccc2Oc3c(C4(COC(N)=N4)c2c1)cc(OC)cc3,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3Cl)ccc1O2,0,5.3115802
1263,c1c(C(C)(C)C)oc(C2(CC2)[NH2+]CC(O)C(Cc2cc(cc(c2)F)F)NC(C)=O)n1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ncc(C(C)(C)C)o2)CC1,0,5.309804
1264,c1ccccc1[C@H]1NC(c2cc(cc(C)c2)C(NC(C(C[NH2+]Cc2cccc(c2)C(C)C)O)COC/C=C/C1)=O)=O,Cc1cc2cc(c1)C(=O)N[C@H](c1ccccc1)C/C=C/COCC(C(O)C[NH2+]Cc1cccc(C(C)C)c1)NC2=O,0,5.309804
1265,CC1(CC2CCCCC2)NC(N(Cc2ccc(cc2)CNC(=O)NCCCC)C1=O)=N,CCCCNC(=O)NCc1ccc(CN2C(=N)NC(C)(CC3CCCCC3)C2=O)cc1,0,5.3010302
1266,NC1OCC2(N=1)c1c(ccc(c1)-c1ccc(cc1)OC(F)(F)F)Oc1ccc(OC)cc12,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,0,5.2958493
1267,c1cc(ccc1)-c1n(Cc2cccc(n2)N)c(-c2ccccc2)cc1,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,0,5.2839966
1268,C1CC(N(C)C(=O)CCc2cc3cc(ccc3nc2N)-c2c(C)cccc2)CCC1,Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)N(C)C3CCCCC3)cc2c1,0,5.2839966
1269,c1c(CC(NC(C)=O)C(O)C[NH2+]C2CC3(Oc4ncccc24)CCC3)cccc1,CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncccc21,0,5.2773662
1270,c1(ccccc1)Cc1cccc([C@@]2(C3=NCCCN3C(=[NH+]2)N)c2ccccc2)c1,NC1=[NH+][C@](c2ccccc2)(c2cccc(Cc3ccccc3)c2)C2=NCCCN21,0,5.2757239
1271,N(C(Cc1ccccc1)C(C[NH2+]C(C(=O)NC1CCCCC1)C)O)C(=O)c1cc(N2CCCC2=O)ccc1,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N2CCCC2=O)c1)C(=O)NC1CCCCC1,0,5.2757239
1272,c1ccc(C[NH2+]CC(C2NC(c3cc(cc(c3)C(=O)NCCCCCOC2)N(S(=O)(C)=O)C)=O)O)cc1,CN(c1cc2cc(c1)C(=O)NC(C(O)C[NH2+]Cc1ccccc1)COCCCCCNC2=O)S(C)(=O)=O,0,5.2757239
1273,C1(=NC(C)(Cc2c1ccc(C)c2)C)NC(Cc1ccccc1)C([O-])=O,Cc1ccc2c(c1)CC(C)(C)N=C2NC(Cc1ccccc1)C(=O)[O-],0,5.2668028
1274,C(=O)(NC1CCCCC1)C([NH2+]CC(O)C(NC(=O)c1cccc(c1)NS(Cc1ccccc1)(=O)=O)Cc1ccccc1)C,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1,0,5.2596374
1275,C(c1c(ccc(c1)[N+](=O)[O-])OC)C(c1nc(N)[nH]c1)c1ccc(OC)cc1,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1,0,5.2441254
1276,C(C(=O)NCc1cc(C(=O)NC(C)c2ccc(F)cc2)cc(c1)N(C)S(C)(=O)=O)(C)([NH3+])Cc1ccccc1,CC(NC(=O)c1cc(CNC(=O)C(C)([NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,5.2426038
1277,c1c(cc2C3(COC(N)=N3)CC(Cc2c1)(C)C)-c1cc(cnc1)F,CC1(C)Cc2ccc(-c3cncc(F)c3)cc2C2(COC(N)=N2)C1,0,5.2335873
1278,c1(C[NH+]2CCC3(CN(C)S(=O)(N3c3cc(F)ccc3)=O)CC2C)cc2c([nH]cc2)cc1,CC1CC2(CC[NH+]1Cc1ccc3[nH]ccc3c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,0,5.2146702
1279,C1(C(C2(CC(N(C)C(=N2)N)=O)C)C1)c1cc(ccc1)-c1sccc1,CN1C(=O)CC(C)(C2CC2c2cccc(-c3cccs3)c2)N=C1N,0,5.2146702
1280,c1c(C2([NH2+]CC(C(NC(=O)C)Cc3cc(cc(F)c3)F)O)CCCCC2)cc(C#N)cc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C#N)c2)CCCCC1,0,5.2076082
1281,c1cc(C)cc(c1)Cc1cc(CC2CS(=O)(CC(C2O)[NH2+]Cc2cc(C(C)C)ccc2)=O)ccc1O,Cc1cccc(Cc2cc(CC3CS(=O)(=O)CC([NH2+]Cc4cccc(C(C)C)c4)C3O)ccc2O)c1,0,5.2076082
1282,CC1(C)CC2(c3c(O1)ccc(-c1ccncc1)c3)N=C(N(C)C2=O)N,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccncc4)cc32)N=C1N,0,5.2027326
1283,c1ccccc1Nc1cccc(C(=O)NC(C(C[NH2+]C(C(=O)NC2CCCCC2)C)O)Cc2ccccc2)c1,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)C(=O)NC1CCCCC1,0,5.2006593
1284,c1ccc(-c2cc(C3(OCCC(N)=N3)C)ccc2)cc1Cl,CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1,0,5.2006593
1285,c1cc(ccc1C[NH+]1C(C)CC2(N(c3cccc(c3)F)S(=O)(=O)N(C)C2)CC1)NC(=O)C,CC(=O)Nc1ccc(C[NH+]2CCC3(CC2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)cc1,0,5.19382
1286,c1(C(NC(C)c2ccccc2)=O)cc(N(C)S(=O)(C)=O)cc(c1)C(NC(C(CC(COc1ccccc1)OC)O)COc1cc(cc(F)c1)F)=O,COC(COc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,5.1870866
1287,c1(ccccc1)CC(C(O)C[NH2+]Cc1ccccc1OC)NC(=O)c1cn(C(N(CCCC)C)=O)c2ncccc12,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2ccccc2OC)c2cccnc21,0,5.1870866
1288,c1c(=O)n(C)c(N)nc1CCc1cc(-c2ccccc2)ccc1,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,0,5.1870866
1289,c1c(cc(cc1CC(C(C[NH2+]C1(CCCCC1)c1cc(c(cc1)Br)C(C)(C)C)O)NC(=O)C)F)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccc(Br)c(C(C)(C)C)c2)CCCCC1,0,5.1611509
1290,CC(C[C@@H]([C@@H](O)C[C@@H](C)C(=O)NCC(C)C)NC(=O)[C@@H](NC(c1ccccc1)=O)Cc1ccccc1)C,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1,0,5.1592669
1291,c12ccc(OC)cc1C1(c3cc(-c4ccccc4C)ccc3O2)COC(=N1)N,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3C)ccc1O2,0,5.1536627
1292,n1cc(C)ncc1C(=O)Nc1cc(ccc1)C1(C)N=C(N)CN(C1=O)C,Cc1cnc(C(=O)Nc2cccc(C3(C)N=C(N)CN(C)C3=O)c2)cn1,0,5.1500282
1293,C(c1ccc(cc1)OC)c1cccc(c1)[C@@]1(c2ccccc2)[NH+]=C(N2CCCN=C21)N,COc1ccc(Cc2cccc([C@@]3(c4ccccc4)[NH+]=C(N)N4CCCN=C43)c2)cc1,0,5.1487417
1294,O(C)c1ccc(-c2cc3C4(N=C(N(C4=O)C)N)CC(C)(Oc3cc2)C)cc1,COc1ccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)cc1,0,5.1428485
1295,c1cccc2c([nH]c(nc21)C(Cc1ccccc1)NC1=NC(C)(Cc2c1ccc(Cl)c2)C)=O,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nc3ccccc3c(=O)[nH]2)=N1,0,5.1408615
1296,c1cc(OC)ccc1C1(COC(=N1)N)c1cc(ccc1)-c1cnccc1,COc1ccc(C2(c3cccc(-c4cccnc4)c3)COC(N)=N2)cc1,0,5.1272612
1297,c1(ccccc1-c1cc(C2C(C2)C2(C)N=C(N(C(C2)=O)C)N)ccc1)OC,COc1ccccc1-c1cccc(C2CC2C2(C)CC(=O)N(C)C(N)=N2)c1,0,5.124939
1298,C1(=NC(C)(CC(=O)N1C)C1C(c2cccc(c2)-c2cscc2)C1)N,CN1C(=O)CC(C)(C2CC2c2cccc(-c3ccsc3)c2)N=C1N,0,5.124939
1299,C1CC(CCC1)([NH2+]CC(O)C(NC(=O)C)Cc1cc(F)cc(c1)F)c1cccc(c1)-n1nccn1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-n3nccn3)c2)CCCCC1,0,5.1135092
1300,C1C(CCCC1)C1(c2cccc(c2)NC(CCOC)=O)N=C(N)N(C1=O)C,COCCC(=O)Nc1cccc(C2(C3CCCCC3)N=C(N)N(C)C2=O)c1,0,5.1045775
1301,O=S(Nc1cc(ccc1)C(NC(Cc1ccccc1)C(C[NH2+]C(C(NC1CCCCC1)=O)C)O)=O)(c1ccccc1)=O,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1)C(=O)NC1CCCCC1,0,5.1023731
1302,c1ccc(OC)cc1-c1cc(ccc1)C1(N=C(CS1)N)C,COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,0,5.1023731
1303,c1(OC)ccc(C2(c3cc(ccc3)-c3cncnc3)CCC(N)=N2)cc1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1,0,5.1023731
1304,c1(C(=O)N[C@@H](Cc2ccccc2)C(N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)NCC(C)C)=O)cc2c(cc1)OCO2,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)OCO2,0,5.0931263
1305,[C@@H]1(CCC)C(=C(N(C(C)=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]C1CC1)S(C)(=O)=O)C)C(NOCc1ccccc1)=O,CCC[C@@H]1C(C(=O)NOCc2ccccc2)=C(C)N(S(C)(=O)=O)C(C)=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]C1CC1,0,5.0915151
1306,c1(C2([NH+]=C(N3C2=NCCC3)N)c2cc(Cc3ccc(F)cc3)ccc2)ccccc1,NC1=[NH+]C(c2ccccc2)(c2cccc(Cc3ccc(F)cc3)c2)C2=NCCCN21,0,5.0861859
1307,C1(c2cc(ccc2)-c2cnccc2F)(COC(N)=N1)c1ccc(cc1)OC,COc1ccc(C2(c3cccc(-c4cnccc4F)c3)COC(N)=N2)cc1,0,5.0861859
1308,CCCOc1cccc(-c2cc(ccc2)C2CC2C2(N=C(N)N(C(C2)=O)C)C)c1,CCCOc1cccc(-c2cccc(C3CC3C3(C)CC(=O)N(C)C(N)=N3)c2)c1,0,5.0757208
1309,c1c(N2CCCCC2)ccc2c1C1(CC(O2)(C)C)N=C(N(C1=O)C)N,CN1C(=O)C2(CC(C)(C)Oc3ccc(N4CCCCC4)cc32)N=C1N,0,5.0624318
1310,c1c(cc(CNC(NC(=O)Cn2ccc3c2cccc3)=[NH2+])cc1Cl)Cl,[NH2+]=C(NCc1cc(Cl)cc(Cl)c1)NC(=O)Cn1ccc2ccccc21,0,5.057992
1311,c1ccc(nc1)C(Nc1cc(C2(CSC(=N2)N)C)ccc1)=O,CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=N1,0,5.0467238
1312,c1ccccc1CONC(C1[C@H](C)C(C(N[C@H]([C@@H](C[NH2+]C2CC2)O)Cc2ccccc2)=O)=C(N(CC(OC(C)C)=O)C=1C)C)=O,CC1=C(C(=O)NOCc2ccccc2)[C@H](C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C(C)N1CC(=O)OC(C)C,0,5.0457573
1313,CCSc1cc(-c2ccc(C3C(c4nc(n(C)c(c4)=O)N)C3)cc2)ccc1,CCSc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,0,5.0409584
1314,CN1C(N)=NC(CC1=O)(C1CC1c1cc(-c2ccccc2)ccc1)C,CN1C(=O)CC(C)(C2CC2c2cccc(-c3ccccc3)c2)N=C1N,0,5.031517
1315,C(C)(C)(Cc1nc(sc1)C1([NH2+]CC(C(Cc2cc(F)cc(F)c2)NC(=O)C)O)CC1)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2nc(CC(C)(C)C)cs2)CC1,0,5.0287242
1316,C1(C)=C([C@@H](CC)C(=C(N1S(C)(=O)=O)C)C(=O)NOCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](C[NH2+]C1CC1)O,CC[C@H]1C(C(=O)NOCc2ccccc2)=C(C)N(S(C)(=O)=O)C(C)=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]C1CC1,0,5.0222764
1317,c1(OCC)cccc(c1)C[NH+]1C(CC2(CNS(=O)(N2c2cc(ccc2)F)=O)CC1)C,CCOc1cccc(C[NH+]2CCC3(CNS(=O)(=O)N3c3cccc(F)c3)CC2C)c1,0,5.0222764
1318,c1c(Cl)ccc2C(NC(C(=O)[O-])Cc3ccsc3Br)=NC(Cc21)(C)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccsc2Br)C(=O)[O-])=N1,0,5.0222764
1319,N(C(Cc1cc(F)cc(F)c1)C(C[NH2+]C1(C[NH2+]CCC1)c1cc(C(C)(C)C)ccc1)O)C(=O)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC[NH2+]C1,0,5.0
1320,c1c(F)cc(F)cc1CC(NC(=O)C)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(CCO)CC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(CCO)CC1,0,5.0
1321,[NH2+](CC(C1Cc2cc(ccc2)OCCCCNc2cc(C(N1)=O)cc(COC)c2)O)C(C(F)(F)F)c1cc(ccc1)C(C)(C)C,COCc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]C(c1cccc(C(C)(C)C)c1)C(F)(F)F)Cc1cccc(c1)OCCCCN2,0,5.0
1322,c1cccc(c1)C(C)NC(c1cc(C(=O)NC(COc2cc(cc(F)c2)F)C(CC(CO)OC)O)cc(N(C)S(=O)(=O)C)c1)=O,COC(CO)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,5.0
1323,CC(c1ccccc1)NC(c1cc(cc(C(=O)NC(COc2cc(F)cc(c2)F)C(O)CC(OC)COC)c1)N(S(=O)(C)=O)C)=O,COCC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,0,5.0
1324,N(C(=O)c1cc(cc(c1)N(S(C)(=O)=O)C)C(=O)NC(c1ccccc1)C)C(C(CC(OC)COCc1ccc(F)cc1)O)COc1cc(F)cc(F)c1,COC(COCc1ccc(F)cc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,5.0
1325,N(C(c1cc(cc(C(=O)NC(COc2cc(cc(c2)F)F)C(CC(COCc2cccc(OC)c2)OC)O)c1)N(C)S(=O)(=O)C)=O)C(c1ccccc1)C,COc1cccc(COCC(CC(O)C(COc2cc(F)cc(F)c2)NC(=O)c2cc(C(=O)NC(C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)OC)c1,0,5.0
1326,N(C)(c1cc(cc(c1)C(=O)NC(C)c1ccccc1)C(=O)NC(C(CC(OC)C[NH2+]Cc1ccccc1)O)COc1cc(cc(F)c1)F)S(=O)(=O)C,COC(C[NH2+]Cc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,5.0
1327,C1C(C1)NC(=O)C(CC(O)C(NC(=O)c1cc(cc(c1)C(NC(C)c1ccccc1)=O)N(C)S(=O)(=O)C)COCc1cc(cc(c1)F)F)C,CC(CC(O)C(COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC1CC1,0,5.0
1328,C1CCC(c2cc(C3(CCCCC3)[NH2+]CC(O)C(NC(=O)C)Cc3cc(F)cc(F)c3)ccc2)CC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCCC3)c2)CCCCC1,0,5.0
1329,[NH2+](C1(CCCCC1)c1ccccc1)CC(O)C(NC(C)=O)Cc1cc(cc(F)c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccccc2)CCCCC1,0,5.0
1330,c12cc(COCC(NC(c3cc(N(S(=O)(C)=O)C)cc(c3)C(=O)NC2c2ccccc2)=O)C(CC(C(C)C)C(NC)=O)O)ccc1,CNC(=O)C(CC(O)C1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C,0,5.0
1331,c1cc2C(OCCOC)NC(c3cc(N(S(=O)(=O)C)C)cc(C(NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc(c1)c2)=O)c3)=O,COCCOC1NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc2cccc1c2,0,5.0
1332,c1c2cc(cc1C(NC(COCc1cccc(C(OCCOC)CCC2)c1)C(O)CC(C(=O)NCC(C)C)C(C)C)=O)N(S(=O)(=O)C)C,COCCOC1CCCc2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc2cccc1c2,0,5.0
1333,Fc1c(N)c(OC(C(F)(F)F)C(F)(F)F)cc(CC2C(C(CS(=O)(=O)C2)[NH3+])O)c1,Nc1c(F)cc(CC2CS(=O)(=O)CC([NH3+])C2O)cc1OC(C(F)(F)F)C(F)(F)F,0,5.0
1334,Fc1c(c(cc(CC2CS(=O)(CC([NH2+]CC3C(C3)OC(C)(C)C)C2O)=O)c1)OC(C(F)(F)F)C(F)(F)F)N,CC(C)(C)OC1CC1C[NH2+]C1CS(=O)(=O)CC(Cc2cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c2)C1O,0,5.0
1335,c1c2cc(C(=O)NC(COC/C=C/CCNC2=O)C(C[NH2+]Cc2ccccc2)O)cc1C,Cc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]Cc1ccccc1)COC/C=C/CCNC2=O,0,5.0
1336,O1CCC(=NC1(c1cc(ccc1)-c1cccc(c1)OC)C)N,COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,0,5.0
1337,C(C(C(F)(F)F)Oc1cc(cc(c1N)F)CC1C(C(CS(=O)C1)[NH2+]CCCOC(C)(C)C)O)OC,COCC(Oc1cc(CC2CS(=O)CC([NH2+]CCCOC(C)(C)C)C2O)cc(F)c1N)C(F)(F)F,0,5.0
1338,c1(N(C)S(=O)(=O)C)cc(cc(C(=O)NC(C)c2ccc(F)cc2)c1)C[NH2+]CC([NH3+])(CO)Cc1ccccc1,CC(NC(=O)c1cc(C[NH2+]CC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,4.9956784
1339,c1(N(C)S(C)(=O)=O)cc(C(=O)NC(c2ccc(F)cc2)C)cc(c1)COCC([NH3+])Cc1ccccc1,CC(NC(=O)c1cc(COCC([NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,4.9956784
1340,O=c1n(c(nc(C2CC2c2ccc(cc2)-c2cccc(c2)OCC)c1)N)C,CCOc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,0,4.9913998
1341,n1cncc(c1)-c1ccc2c(c1)[C@]1(c3c(ccc(OC)c3)O2)N=C(N)OC1,COc1ccc2c(c1)[C@@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,0,4.9829664
1342,NC1OCC2(c3cc(NC(c4ncc(Cl)cc4)=O)ccc3CC2)N=1,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1,0,4.9673815
1343,[NH3+]C(Cc1ccccc1)(CO)CNC(c1cc(cc(c1)N(S(=O)(C)=O)C)C(=O)NC(c1ccc(F)cc1)C)=O,CC(NC(=O)c1cc(C(=O)NCC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,4.9665761
1344,O=S(N1C(=C(C(N[C@H]([C@@H](C[NH2+]C2CC2)O)Cc2ccccc2)=O)[C@@H](C(C)C)C(C(NOCc2ccccc2)=O)=C1C)C)(C)=O,CC1=C(C(=O)NOCc2ccccc2)[C@H](C(C)C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C(C)N1S(C)(=O)=O,0,4.9586072
1345,c1(F)cccc(N2S(=O)(NCC23CC([NH+](Cc2cccc(c2)OC2CCCC2)CC3)C)=O)c1,CC1CC2(CC[NH+]1Cc1cccc(OC3CCCC3)c1)CNS(=O)(=O)N2c1cccc(F)c1,0,4.9586072
1346,O=c1cc(C2CC2c2ccc(-c3cc(CCC)ccc3)cc2)nc(n1C)N,CCCc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,0,4.9586072
1347,C1C2(CNS(=O)(=O)N2c2cc(F)ccc2)CC[NH+](C1C)Cc1cc(OCC(C)C)ccc1,CC(C)COc1cccc(C[NH+]2CCC3(CNS(=O)(=O)N3c3cccc(F)c3)CC2C)c1,0,4.9507818
1348,c1(ccc(cc1)C1(c2cccc(-c3cncnc3)c2)N=C(N)OC1)OC,COc1ccc(C2(c3cccc(-c4cncnc4)c3)COC(N)=N2)cc1,0,4.9430952
1349,c1ccncc1-c1cc(ccc1)C1C(C2(CC(N(C(N)=N2)C)=O)C)C1,CN1C(=O)CC(C)(C2CC2c2cccc(-c3cccnc3)c2)N=C1N,0,4.9281178
1350,c1c(=O)n(c(nc1C1CC1c1ccc(-c2cncc(n2)OC)cc1)N)C,COc1cncc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)n1,0,4.8996296
1351,C([NH2+]CC(C(Cc1ccccc1)NC(c1cccc(OS(=O)(=O)Cc2ccccc2)c1)=O)O)(C(NC1CCCCC1)=O)C,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(OS(=O)(=O)Cc2ccccc2)c1)C(=O)NC1CCCCC1,0,4.8860564
1352,N1=C(C(C)=NC1(C)c1cccc(-c2cnccc2)c1)N,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,0,4.8860564
1353,c1cc(cc(C23CCOCC2OC(N)=N3)c1)-c1cc(cc(c1)F)Cl,NC1=NC2(c3cccc(-c4cc(F)cc(Cl)c4)c3)CCOCC2O1,0,4.8827286
1354,O=c1n(C)c(N)nc(c1)C1CC1c1ccc(cc1)-c1cc(OCCC)ccc1,CCCOc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,0,4.8538718
1355,c1cc(ccc1C1CC1c1cc(=O)n(c(n1)N)C)-c1sccc1,Cn1c(N)nc(C2CC2c2ccc(-c3cccs3)cc2)cc1=O,0,4.850781
1356,Nc1n(c(cc(n1)C1CC1c1ccc(-c2cc(OC)ccc2)cc1)=O)C,COc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,0,4.8446641
1357,[C@@H]1(C)C(=C(N(C(C)=C1C(=O)NOCc1ccccc1)S(=O)(=O)C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]C1CC1,CC1=C(C(=O)NOCc2ccccc2)[C@H](C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C(C)N1S(C)(=O)=O,0,4.8268137
1358,c1(N)n(C)c(cc(n1)C1C(c2ccc(-c3cc(ccc3)SC)cc2)C1)=O,CSc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,0,4.8268137
1359,c1ccccc1C[C@@H]([C@H](O)C[NH2+]C1CC1)NC(C1[C@H](C)C(=C(C)N(C=1C)CC(=O)OC)C(NOCc1ccccc1)=O)=O,COC(=O)CN1C(C)=C(C(=O)NOCc2ccccc2)[C@@H](C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C1C,0,4.8181562
1360,c1cccc(c1)C[C@H](NC(=O)C1[C@H](C(C(=O)NOCc2ccccc2)=C(C)N(C=1C)CC(OCC)=O)C)[C@H](O)C[NH2+]C1CC1,CCOC(=O)CN1C(C)=C(C(=O)NOCc2ccccc2)[C@H](C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C1C,0,4.8096681
1361,C[C@H](C[C@H](O)[C@H](CC(C)C)NC([C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)Cc1ccccc1)=O)C(=O)NCC(C)C,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc([N+](=O)[O-])cc1,0,4.8032713
