,rand_smi,cano_smi,CT_TOX
1210,C1C(C=C2[C@](C)(C1)[C@@H]1[C@H]([C@H]3[C@@](C[C@@H]1O)(C)[C@](CC3)(C(CO)=O)OC(CCCC)=O)CC2)=O,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0
1211,C(C(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1c3ccc(O)cc3CC[C@H]12)CCC,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,0
1212,[C@]1(C[C@H](OC2CC(C(C(O2)C)O)NC(C(F)(F)F)=O)c2c(C1)c([O-])c1C(c3c(c(ccc3)OC)C(c1c2[O-])=O)=O)(C(COC(=O)CCCC)=O)O,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0
1213,c1c(ccc(c1)C(=O)[O-])Cn1c(/C=C(\Cc2cccs2)C([O-])=O)c[nH+]c1CCCC,CCCCc1[nH+]cc(/C=C(\Cc2cccs2)C(=O)[O-])n1Cc1ccc(C(=O)[O-])cc1,0
1214,c1(OCCC[NH+](CCCC)CCCC)ccc(C(=O)c2c3c(ccc(NS(=O)(=O)C)c3)oc2CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCC[NH+](CCCC)CCCC)cc1,0
1215,C(CCC)c1oc2ccccc2c1C(c1cc(I)c(c(I)c1)OCC[NH+](CC)CC)=O,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1,0
1216,C(\[C@H](CCCCC)O)=C/[C@H]1[C@H](O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)[O-])O,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O,0
1217,C(CCC)C[C@@H](/C=C/[C@@H]1[C@H](C(=O)C[C@H]1O)C/C=C\CCCC(=O)[O-])O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-],0
1218,[O-]C(CCCCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCCCC)=O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],0
1219,O[C@@H]1[C@@H](CC[C@H](O)CCCCC)[C@@H]2Cc3c(C[C@@H]2C1)c(ccc3)OCC([O-])=O,CCCCC[C@@H](O)CC[C@H]1[C@@H]2Cc3cccc(OCC(=O)[O-])c3C[C@@H]2C[C@@H]1O,0
1220,C(CCCC)[NH+](CCC(P(=O)([O-])[O-])(O)P([O-])([O-])=O)C,CCCCC[NH+](C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],0
1221,O=C(O[C@@]1(CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CCC(C=C3CC[C@@H]21)=O)C(=O)C)CCCCC,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
1222,c1c(c2c(cc1CCCCC)OC(C)(C)[C@H]1[C@H]2C=C(C)CC1)O,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0
1223,C1C(=O)CC[C@@H]2[C@@H]1c1c(cc(C(C)(CCCCCC)C)cc1OC2(C)C)O,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,0
1224,C(CCC(O[C@@H]1[C@]2(C)[C@@H](CC1)[C@@H]1CCC3[C@@](C)([C@H]1CC2)CCC(C=3)=O)=O)CCC,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
1225,C(CN1CC[NH+](CC1)CCCN1c2c(cccc2)Sc2ccc(cc21)C(F)(F)F)OC(CCCCCC)=O,CCCCCCC(=O)OCCN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
1226,c1cc(ccc1C(CCC[NH+](CCCCCCC)CC)O)NS(=O)(C)=O,CCCCCCC[NH+](CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0
1227,[C@H]1(CCC(=O)CCCCCCC)[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,0
1228,C(CCCCCC(OCC(O)CO)=O)C,CCCCCCCC(=O)OCC(O)CO,0
1229,C(CCCCC/C=C\CCCCCCCC)CC(=O)[O-],CCCCCCCC/C=C\CCCCCCCC(=O)[O-],0
1230,C(c1ccc(cc1)CCCCCCCC)CC(CO)(CO)[NH3+],CCCCCCCCc1ccc(CCC([NH3+])(CO)CO)cc1,0
1231,[C@@H]1(O)[C@@H](CO)[NH+](CCCCCCCCC)C[C@@H]([C@H]1O)O,CCCCCCCCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
1232,[C@@H](Cc1c2ccccc2[nH]c1)(NC(=O)CCCCCCCCC)C(=O)N[C@H](CC(N)=O)C(N[C@H](C(=O)N[C@@H]1C(NCC(=O)N[C@H](C(N[C@H](C(N[C@H](C)C(N[C@@H](CC([O-])=O)C(=O)NCC(N[C@@H](C(=O)N[C@H](C(N[C@H](C(=O)O[C@@H]1C)CC(c1ccccc1N)=O)=O)[C@H](C)CC([O-])=O)CO)=O)=O)=O)CC([O-])=O)=O)CCC[NH3+])=O)CC(=O)[O-])=O,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCC[NH3+])C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)[O-])C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)[O-])C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,0
1233,C1[C@H]2[C@@H]3CC[C@@H]([C@@]3(C)CC[C@@H]2[C@@H]2C(C1)=CC(=O)CC2)OC(=O)CCCCCCCCC,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,0
1234,C([NH+]1CCN(CCOC(CCCCCCCCC)=O)CC1)CCN1c2ccccc2Sc2c1cc(C(F)(F)F)cc2,CCCCCCCCCC(=O)OCCN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
1235,c1(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)ccc(CCCCCCCCC)cc1,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0
1236,C(=O)(O[C@H](C[C@@H]1OC([C@H]1CCCCCC)=O)CCCCCCCCCCC)[C@@H](NC=O)CC(C)C,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,0
1237,C(CCCCCCC)CCCC(OCCNC(C[n+]1ccccc1)=O)=O,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,0
1238,C(C)CCCCCCCCCCCC(=O)OC[C@@H](OC(CCCCCCCCCCCCC)=O)COP([O-])(=O)OCC[N+](C)(C)C,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,0
1239,[C@H]1(CCC)C[NH+](C)[C@@H](C1)C(NC(C(Cl)C)[C@@H]1[C@@H]([C@@H]([C@@H](OC(CCCCCCCCCCCCCCC)=O)[C@@H](SC)O1)O)O)=O,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](C(NC(=O)[C@@H]2C[C@@H](CCC)C[NH+]2C)C(C)Cl)O[C@@H]1SC,0
1240,O(C(CCCCCCCCCCCCCCC)=O)[C@@H]1CCCn2c(c(CC[NH+]3CCC(CC3)c3noc4cc(F)ccc34)c(C)nc12)=O,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1nc(C)c(CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)c2=O,0
1241,C(CCCCCCCCCCCC)CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1C(CCCC=1C)(C)C,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0
1242,C(CCCCCC(=O)OCC(COP(OCC[N+](C)(C)C)(=O)[O-])OC(=O)CCCCCCCCCCCCCCC)CCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0
1243,C(CCCCCCCC)CCCCCCC[N+](C)(C)CCN(c1ncccn1)Cc1ccc(OC)cc1,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0
1244,C(CCCCCCCCCCCCCCCC)CCCCCO,CCCCCCCCCCCCCCCCCCCCCCO,0
1245,C(CCCCCCCCCCCO)CCCC,CCCCCCCCCCCCCCCCO,0
1246,C(OS(=O)([O-])=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCCOS(=O)(=O)[O-],0
1247,O(CCOCCOCCOCCOCCOCCOCCO)CCOCCOCCCCCCCCCCCC,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0
1248,C(C(=O)N)[C@H]1C(N[C@@H]2c3cc(c(c(c3)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC2=O)c2cc(c(O)cc2)-c2c(cc(O)c(C[NH2+]CP([O-])([O-])=O)c2O)[C@@H](C([O-])=O)NC3=O)O[C@H]2[C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O[C@@H]2O[C@@H](C)[C@H]([C@](C)(C2)[NH2+]CCNCCCCCCCCCC)O)Oc2c(Cl)cc(cc2)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(N1)=O)=O,CCCCCCCCCCNCC[NH2+][C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,0
1249,c1cccnc1N(C(=O)c1ccc2n(C)c(CNc3ccc(cc3)/C(=[NH+]\C(OCCCCCC)=O)N)nc2c1)CCC(=O)OCC,CCCCCCOC(=O)/[NH+]=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,0
1250,C(CC(C[NH3+])=O)C(OCCCCCC)=O,CCCCCCOC(=O)CCC(=O)C[NH3+],0
1251,N(C(=[NH2+])N/N=C/c1c2cc(ccc2[nH]c1)OC)CCCCC,CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2ccc(OC)cc12,0
1252,c1(=O)n(cc(F)c(NC(=O)OCCCCC)n1)[C@H]1[C@@H]([C@H](O)[C@@H](C)O1)O,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0
1253,[C@H]1(C)O[C@@H](n2cc(c(NC(OCCCCC)=O)nc2=O)F)[C@@H]([C@@H]1O)O,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,1
1254,C1(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(c(OS(=O)([O-])=O)c2)O)NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC([C@H](C[C@H]([C@H](NC(=O)[C@H]2N(C(=O)[C@@H](N1)[C@H](O)CC(N)=O)C[C@H](C)[C@@H]2O)O)O)NC(c1ccc(-c2noc(-c3ccc(OCCCCC)cc3)c2)cc1)=O)=O)[C@@H](C)O)O,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,0
1255,[C@H]([C@@H](O)[C@@H]1NC([C@@H]2C[C@H](CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C[C@@H](O)[C@H](NC([C@H]2N(C[C@@H]([C@@H]2O)C)C(=O)[C@H]([C@@H](C)O)NC1=O)=O)O)NC(c1ccc(-c2ccc(cc2)-c2ccc(cc2)OCCCCC)cc1)=O)O)=O)(O)c1ccc(O)cc1,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,0
1256,C(N1CCC2(CC1)N(C([C@@H]([C@H](O)C1CCCCC1)NC2=O)=O)CCCC)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1
1257,CCCCNC([N-]S(=O)(c1ccc(cc1)C)=O)=O,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,0
1258,c1c(c(Oc2ccccc2)c(NCCCC)cc1C(=O)[O-])S(N)(=O)=O,CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,0
1259,C[NH+](C)CCOC(=O)c1ccc(NCCCC)cc1,CCCCNc1ccc(C(=O)OCC[NH+](C)C)cc1,0
1260,c1(ccc(NCCCC)cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0
1261,c12c(cccc2)c(cc(OCCCC)n1)C(NCC[NH+](CC)CC)=O,CCCCOc1cc(C(=O)NCC[NH+](CC)CC)c2ccccc2n1,0
1262,CC[NH+](CCOC(c1ccc(N)c(c1)OCCCC)=O)CC,CCCCOc1cc(C(=O)OCC[NH+](CC)CC)ccc1N,0
1263,C(=O)(c1ccc(cc1)OCCCC)CC[NH+]1CCCCC1,CCCCOc1ccc(C(=O)CC[NH+]2CCCCC2)cc1,0
1264,O(c1ccc(cc1)OCCCC)CCC[NH+]1CCOCC1,CCCCOc1ccc(OCCC[NH+]2CCOCC2)cc1,0
1265,O1COc2c1cc(c(CCC)c2)COCCOCCOCCCC,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0
1266,c1(ccc(cc1)C[C@@H](C([O-])=O)NS(CCCC)(=O)=O)OCCCCC1CC[NH2+]CC1,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CC[NH2+]CC2)cc1)C(=O)[O-],0
1267,C(C)CN(CCC)S(=O)(=O)c1ccc(cc1)C([O-])=O,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,0
1268,c1cc(Cl)ccc1S(=O)([N-]C(=O)NCCC)=O,CCCNC(=O)[N-]S(=O)(=O)c1ccc(Cl)cc1,0
1269,O(C(=O)Cn1cc(I)c(c(c1)I)=O)CCC,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,0
1270,O=C(OCC[NH+](CC)CC)c1ccc(cc1OCCC)N,CCCOc1cc(N)ccc1C(=O)OCC[NH+](CC)CC,0
1271,CC[NH+](CC)CCOC(=O)c1cc(c(OCCC)cc1)N,CCCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1N,0
1272,c1(c2c(ncc(-c3ccc(Cl)cc3)c2)[nH]c1)C(=O)c1c(ccc(c1F)NS(=O)(=O)CCC)F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,1
1273,c1[nH]c2c(cc(-c3ccc(cc3)Cl)cn2)c1C(c1c(ccc(c1F)NS(=O)(CCC)=O)F)=O,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,0
1274,[nH]1c(NC(OC)=O)nc2cc(SCCC)ccc12,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0
1275,c12c(nc(nc1n(nn2)[C@H]1[C@H](O)[C@@H]([C@H](C1)OCCO)O)SCCC)N[C@@H]1C[C@H]1c1ccc(F)c(F)c1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,0
1276,C(C)N(C)C(=O)Oc1cc(ccc1)[C@H](C)[NH+](C)C,CCN(C)C(=O)Oc1cccc([C@H](C)[NH+](C)C)c1,0
1277,c1(-c2n3c(c(C#N)cn3)ncc2)cc(N(CC)C(=O)C)ccc1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0
1278,C(=C/C(=O)N(c1c(C)cccc1)CC)\C,C/C=C/C(=O)N(CC)c1ccccc1C,0
1279,c1(cc(c([O-])c(O)c1)[N+](=O)[O-])/C=C(/C(=O)N(CC)CC)C#N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c([O-])c([N+](=O)[O-])c1,0
1280,[C@H]1(C[NH3+])C[C@@]1(c1ccccc1)C(N(CC)CC)=O,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+],0
1281,O(c1c(OC)cc2c(CC[NH+]3C2CC(C(C3)C(=O)N(CC)CC)OC(C)=O)c1)C,CCN(CC)C(=O)C1C[NH+]2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,0
1282,C1[NH+](CCN(C(N(CC)CC)=O)C1)C,CCN(CC)C(=O)N1CC[NH+](C)CC1,0
1283,C(C)N(C(SSC(N(CC)CC)=S)=S)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,0
1284,[N+](=C1C=CC(C=C1)=C(c1c(S([O-])(=O)=O)ccc(c1)S([O-])(=O)=O)c1ccc(N(CC)CC)cc1)(CC)CC,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1,0
1285,c1c(c(c(C)cc1)NC(=O)CN(CC)CC)C,CCN(CC)CC(=O)Nc1c(C)cccc1C,1
1286,c1cc2NC(/C(c2cc1F)=C\c1[nH]c(C)c(C(=O)NCCN(CC)CC)c1C)=O,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1
1287,[C@@H](C(=O)O)(CC(=O)O)O.c12c(cc(cc2)F)/C(=C/c2[nH]c(C)c(c2C)C(=O)NCCN(CC)CC)C(N1)=O,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,1
1288,c12nc(co1)C(N1CC[C@@H](S(=O)(CCN(CC)CC)=O)C1C(=O)O[C@H](C(C)C)[C@@H](/C=C/C(=O)NC/C=C/C(C)=C/[C@@H](O)CC(C2)=O)C)=O,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12,0
1289,N(C(C(c1ccccc1)CO)=O)(CC)Cc1ccncc1,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0
1290,C1(N(C(C(c2ccccc2)N1)=O)CC)=O,CCN1C(=O)NC(c2ccccc2)C1=O,0
1291,n1(c2cc3c(OCO3)cc2c(=O)c(n1)C([O-])=O)CC,CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3,0
1292,C1C[NH+](CCO1)CCC1C(c2ccccc2)(C(N(C1)CC)=O)c1ccccc1,CCN1CC(CC[NH+]2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,0
1293,C1(C)CN(CC[NH2+]1)c1c(F)c2n(CC)cc(C([O-])=O)c(c2cc1F)=O,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,0
1294,c1c(F)c(cc2c1c(=O)c(C([O-])=O)cn2CC)N1CC[NH2+]CC1,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,0
1295,Fc1c(nc2n(cc(C(=O)[O-])c(c2c1)=O)CC)N1CC[NH2+]CC1,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,0
1296,O=C(c1c(=O)c2ccc(C)nc2n(CC)c1)[O-],CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,0
1297,c1c(ccc(S([N-]c2nc(n(cc2)CC)=O)(=O)=O)c1)N,CCn1ccc([N-]S(=O)(=O)c2ccc(N)cc2)nc1=O,0
1298,C=CN1CCCC1=O,C=CN1CCCC1=O,0
1299,C1(CSc2n(C)nnn2)=C(N2C(=O)[C@@H](NC(=O)[C@@H](c3ccc(cc3)O)NC(=O)N3C(=O)C(=O)N(CC)CC3)[C@H]2SC1)C(=O)[O-],CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,0
1300,[C@H]12N([C@H](C(S2)(C)C)C(=O)[O-])C(=O)[C@H]1NC(=O)[C@@H](c1ccccc1)NC(N1C(C(=O)N(CC1)CC)=O)=O,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,0
1301,[C@H](CO)(C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCC[NH+]=C(NCC)NCC)C(=O)N[C@H](C(=O)N[C@H](C(N1CCC[C@H]1C(N[C@@H](C(=O)N)C)=O)=O)CCCC[NH+]=C(NCC)NCC)CC(C)C)=O)NC([C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC([C@H](NC(=O)C)Cc1ccc2ccccc2c1)=O)=O,CCNC(NCC)=[NH+]CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCC[NH+]=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0
1302,c1c(C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c3c([nH]c2)cccc3)NC([C@H](Cc2cnc[nH]2)NC([C@H]2NC(CC2)=O)=O)=O)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(N2[C@H](C(=O)NCC)CCC2)=O)CCCNC(N)=[NH2+])CC(C)C)CC(C)C)ccc(O)c1,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0
1303,N1(CCC[C@H]1C(NCC)=O)C([C@@H](NC(=O)[C@H](CC(C)C)NC([C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@@H](NC([C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(CC1)=O)Cc1cnc[nH]1)Cc1c2c([nH]c1)cccc2)=O)Cc1ccc(cc1)O)=O)CCCNC(N)=[NH2+])=O,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0
1304,C([C@@H](/C=C/[C@@H]1[C@H]([C@H](C[C@H]1O)O)C/C=C\CCCC(NCC)=O)O)Cc1ccccc1,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,0
1305,C(O)C,CCO,0
1306,[O-]P(Nc1snc(n1)/C(=N/OCC)C(N[C@@H]1C(N2[C@@H]1SCC(Sc1scc(n1)-c1cc[n+](cc1)C)=C2C(=O)[O-])=O)=O)(=O)[O-],CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])[O-])n1,0
1307,c1(cc(c(c(c1/C=C/C(=C/C=C/C(C)=C/C(=O)OCC)C)C)C)OC)C,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,0
1308,C([C@](C(OCC)=O)(C)[NH3+])c1cc(O)c(cc1)O,CCOC(=O)[C@@](C)([NH3+])Cc1ccc(O)c(O)c1,0
1309,C([O-])([C@H]1N([C@H]2CCC[C@H]2C1)C([C@@H]([NH2+][C@H](C(=O)OCC)CCc1ccccc1)C)=O)=O,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCC[C@@H]21,0
1310,c1ccc(CC[C@@H](C(=O)OCC)[NH2+][C@H](C(=O)N2[C@@H](C[C@@H]3[C@@H]2CCCC3)C([O-])=O)C)cc1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@H]2CCCC[C@@H]21,0
1311,c1c(CC[C@@H](C(=O)OCC)[NH2+][C@@H](C)C(N2CC3(SCCS3)C[C@H]2C([O-])=O)=O)cccc1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2,0
