,rand_smi,cano_smi,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
7002,C(CNCC)(=C)C,C=C(C)CNCC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7003,O(C(=O)C(CCCC)CC)CCOCCOCCOCCOC(=O)C(CC)CCCC,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7004,Clc1c(c(nc(C#N)c1Cl)Cl)Cl,N#Cc1nc(Cl)c(Cl)c(Cl)c1Cl,0.0,,,,,1.0,,,1.0,,,1.0
7005,C1(CCCCC1)SN1C(c2ccccc2C1=O)=O,O=C1c2ccccc2C(=O)N1SC1CCCCC1,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,
7006,C(=O)(O[Si](OC(=O)C)(CC)OC(=O)C)C,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7007,C(OCCC)C(C)OCC(O)C,CCCOCC(C)OCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7008,O=C1c2ccccc2C(=O)N1CCl,O=C1c2ccccc2C(=O)N1CCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7009,c1ccc2c(C(C(N2)=O)(c2ccc(O)cc2)c2ccc(O)cc2)c1,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.0
7010,C(CC(Nc1ccc(cc1)OCC)=O)(C)=O,CCOc1ccc(NC(=O)CC(C)=O)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7011,C(CS)(OCCOC(=O)CS)=O,O=C(CS)OCCOC(=O)CS,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7012,OC(C)C(O[Hg]c1ccccc1)=O,CC(O)C(=O)O[Hg]c1ccccc1,0.0,1.0,,,,1.0,1.0,,,1.0,,1.0
7013,C(N(C(N(CC)CC)=O)CC)C,CCN(CC)C(=O)N(CC)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7014,c1c(c(ccc1N)C)S(O)(=O)=O,Cc1ccc(N)cc1S(=O)(=O)O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7015,C(c1cc(c(c(Br)c1)O)Br)(=C1C=C(Br)C(=O)C(Br)=C1)c1ccccc1C(OCC)=O,CCOC(=O)c1ccccc1C(=C1C=C(Br)C(=O)C(Br)=C1)c1cc(Br)c(O)c(Br)c1,0.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0,
7016,COC(=O)[C@]1(O)[C@@H]2N(C=O)c3cc(OC)c([C@@]4(C(OC)=O)C[C@H]5C[C@@](CN(C5)CCc5c6ccccc6[nH]c45)(O)CC)cc3[C@]32CCN2[C@H]3[C@]([C@H]1OC(C)=O)(C=CC2)CC,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.0,,,0.0,,,,,1.0,0.0,,
7017,c1c(Cl)c(ccc1Cl)OCC(=O)OC,COC(=O)COc1ccc(Cl)cc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7018,[N+](c1c(ccc(c1)[N+](=O)[O-])Cl)(=O)[O-],O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.0,1.0,0.0,,,0.0,,,1.0,,,1.0
7019,CC(=C)CCl,C=C(C)CCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7020,OP(O)(=O)OCCC(SC(=O)c1ccccc1)=C(N(Cc1cnc(C)nc1N)C=O)C,CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,0.0,,0.0,,
7021,C(Cl)(Cl)C1C(O)OC(=O)C=1Cl,O=C1OC(O)C(C(Cl)Cl)=C1Cl,0.0,1.0,0.0,,0.0,,1.0,1.0,1.0,,,1.0
7022,C1=C2C(Cl)=C[C@H]3[C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@@]4(C)CC[C@@H]3[C@]2(CCC1=O)C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,1.0
7023,c1cc(Cl)ccc1Oc1ccc(N)cc1,Nc1ccc(Oc2ccc(Cl)cc2)cc1,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7024,c1cc(c(C)cc1O)N,Cc1cc(O)ccc1N,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,1.0,
7025,c1c2c(ccc3c2c(-c2ccccc2-3)cc1)N,Nc1ccc2c3c(cccc13)-c1ccccc1-2,0.0,,1.0,,1.0,,,,0.0,,,
7026,Oc1cccc(C)c1N,Cc1cccc(O)c1N,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0
7027,C(CCCCCCC)CCCCCCCCn1c[n+](C)cc1.F[B-](F)(F)F,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0,,,1.0,,,,1.0,0.0,,1.0,
7028,ClCCCCCCCCC,CCCCCCCCCCl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7029,c1ccc2c3c(cc(c2c1)C#N)cccc3,N#Cc1cc2ccccc2c2ccccc12,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
7030,c1cc(Oc2c(cc(Cl)cc2)O)c(cc1Cl)Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.0,,,,,,1.0,,0.0,1.0,1.0,
7031,c1(ccc(cc1)Cl)OC(n1cncn1)C(C(C)(C)C)O,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7032,OC(=O)COc1c(Cl)cc(c(n1)Cl)Cl,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7033,c1cc(N=Nc2ccccc2)c(nc1N)N,Nc1ccc(N=Nc2ccccc2)c(N)n1,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
7034,c1(C)c(C)cccc1S([O-])(=O)=O,Cc1cccc(S(=O)(=O)[O-])c1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7035,C(CCCCCCCCCOCC1CO1)CC,CCCCCCCCCCCCOCC1CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7036,C(CC)CCCCCCCCCCl,CCCCCCCCCCCCCl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7037,O=C(CCCCCCCCCCC)N(CCO)CCO,CCCCCCCCCCCC(=O)N(CCO)CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
7038,C([O-])(=O)CCc1c(c2cc3nc(cc4c(c(c([nH]4)cc4nc(C(CCC([O-])=O)=C4C)cc1[nH]2)C)C=C)C(C)=C3C=C)C,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)[O-])C(CCC(=O)[O-])=C4C)c(C)c3C=C,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7039,c1c(C(OCCC(C)C)=O)ccc(N(C)C)c1,CC(C)CCOC(=O)c1ccc(N(C)C)cc1,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7040,Oc1cc(O)cc(c1)O,Oc1cc(O)cc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
7041,O=c1[nH]c(oc2c1cccc2)=O,O=c1[nH]c(=O)c2ccccc2o1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7042,c1cc(ccc1OCCCOc1ccc(C(=O)O)cc1)C(O)=O,O=C(O)c1ccc(OCCCOc2ccc(C(=O)O)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7043,CC(=CCCC(C)(OC(C)=O)C=C)C,C=CC(C)(CCC=C(C)C)OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7044,OCC(CO)(CO)CO,OCC(CO)(CO)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7045,c1(cc(-c2[nH]nnn2)ccc1)NC(C(=O)O)=O,O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7046,C(C1CCCCC1)(CC1NCCCC1)C1CCCCC1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,0.0,,,,,,,,,,1.0,
7047,C(CC)CC(=O)Cl,CCCCC(=O)Cl,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
7048,n1c2c(c(C)n1C)ccc(c2)N(C)c1ccnc(n1)Nc1cc(c(C)cc1)S(=O)(N)=O,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.0,0.0,,,,0.0,,,,0.0,,1.0
7049,O=C(OCOP(OCOC(=O)OC(C)C)(CO[C@@H](Cn1c2ncnc(N)c2nc1)C)=O)OC(C)C,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7050,C(O)[C@H]([C@@H](O)[C@H](O)[C@H](NC(C)=O)[C@H](CC(=O)C(O)=O)O)O,CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
7051,c1cc(C=CC(O[C@H]2[C@@H](O)[C@H](O)C[C@@](C(O)=O)(OC(=O)C=Cc3ccc(O)c(c3)O)C2)=O)cc(c1O)O,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7052,O1[C@H](C)[C@@H]([C@H](O[C@H]2O[C@H](C)[C@H](OC)[C@H](O)C2)C[C@@H]1Oc1cc2c(c(c1C)O)c(c1c(c2)C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)[C@H](O[C@@H]2O[C@H](C)[C@H]([C@@H](C2)O[C@H]2C[C@@H](O[C@@H]3O[C@H]([C@H](OC(=O)C)[C@](O)(C)C3)C)[C@H](O)[C@@H](C)O2)O)C1=O)O)OC(O)=O,CO[C@@H]1[C@H](O)C[C@@H](O[C@@H]2C[C@H](Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]6C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O6)[C@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)[C@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C5)O[C@H](C)[C@@H]2OC(=O)O)O[C@@H]1C,0.0,,,1.0,,,,,0.0,,1.0,1.0
7053,C(CC/C=C/C[C@@H](O)[C@@H]([C@](CO)(N)C(=O)O)O)CCCC(=O)CCCCCC,CCCCCCC(=O)CCCCCC/C=C/C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7054,[C@H]1(C)[C@@H](CC(=O)OC(CC)C(C2[C@@](C=CC([C@H](C)C[C@@H]([C@@H]1O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)CC=O)=O)(C)O2)C)O,CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=C[C@]2(C)OC2C1C,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,1.0
7055,c1c(cccc1)C(OCCC(C)C)=O,CC(C)CCOC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7056,Cc1cc(C)c(C)c(c1)O,Cc1cc(C)c(C)c(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7057,C(C(OCCC(C)CCC=C(C)C)=O)C,CCC(=O)OCCC(C)CCC=C(C)C,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7058,C(=O)(c1c(O)cccc1)OCC(C)C,CC(C)COC(=O)c1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7059,C(CCCCCOC(c1c(C(OCCCCCCCC(C)C)=O)cc(cc1)C(=O)OCCCCCCCC(C)C)=O)CC(C)C,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7060,C(CCCCCCCCC)CC(=O)O.C(N(CCO)CCO)CO,CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0
7061,O=C(CCCCCCCC)OCC(OC(=O)CCCCCCCC)C,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7062,CCCCCCCCCCOC(=O)C,CCCCCCCCCCOC(C)=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7063,CC(=O)OCCC1CCCCC1,CC(=O)OCCC1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7064,O(C(=CCl)c1c(cc(Cl)c(c1)Cl)Cl)P(OC)(=O)OC,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,0.0,0.0,0.0,1.0,,,,1.0,,0.0,,
7065,N(CC)(C(SSC(N(CC)CC)=S)=S)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.0,1.0,1.0,,,0.0,1.0,,1.0,1.0,1.0,0.0
7066,C(C([O-])=O)CC(C(N(CCCCC)CCCCC)=O)NC(c1ccc(Cl)c(Cl)c1)=O,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,,,,,,,,0.0,,1.0,,
7067,C1C[C@H]2C(C)(C)Oc3c([C@@H]2C=C1C)c(cc(CCCCC)c3)O,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,,1.0,
7068,O1CCCC1,C1CCOC1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7069,C1CCC(N(C)C1(C)C)(C)C,CN1C(C)(C)CCCC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7070,CC(O)(C)C1CCC(C)=CC1,CC1=CCC(C(C)(C)O)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7071,c1(cc(S(O)(=O)=O)ccc1)CN(CC)c1ccccc1,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7072,c1(ccc(O)cc1)C(C)=O,CC(=O)c1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7073,C1(NCCN=1)Cc1c(cc(C(C)(C)C)cc1C)C,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7074,c1(ccccc1)[Sn](c1ccccc1)(c1ccccc1)F,F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,0.0,,,,,1.0,1.0,1.0,,1.0,1.0,
7075,C(Oc1ccc(O)cc1)C,CCOc1ccc(O)cc1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
7076,O=S1(=O)OCC2C(C3(C(Cl)=C(C2(Cl)C3(Cl)Cl)Cl)Cl)CO1,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0
7077,O(c1ccccc1CSCC)C(NC)=O,CCSCc1ccccc1OC(=O)NC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7078,c1ccc2sc(nc2c1)Br,Brc1nc2ccccc2s1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7079,C(C(C)Br)C,CCC(C)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7080,c1ccc(CC#N)cc1,N#CCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7081,c1(CO)oc(cc1)C(=O)O,O=C(O)c1ccc(CO)o1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7082,c1ccc(cc1)C#N,N#Cc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7083,C(Br)C#N,N#CCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7084,OC(=O)CBr,O=C(O)CBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7085,OC1CN(C2=CC(/C(=N\NC(=O)N)C=C21)=O)C,CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
7086,C1CN(CCCC(=O)c2ccc(F)cc2)CCC1(c1ccc(C)cc1)O,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
7087,OS(F)(=O)=O,O=S(=O)(O)F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7088,C[C@@]1(CC[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@@]3(C(=CC(CC3)=O)CC[C@H]12)C)O,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,1.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0
7089,c1c(c(ccc1C(=N)N)OCCCOc1ccc(C(N)=N)cc1Br)Br,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
7090,O=C(c1nn(C)c2c1cccc2)N[C@H]1C[C@H]2CCC[C@@H](C1)N2C,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
7091,O=C(/C=C/C(=O)Cl)Cl,O=C(Cl)/C=C/C(=O)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7092,o1nc(c2c1cc(cc2)F)C1CCN(CCc2c(n3c(nc2C)[C@H](O)CCC3)=O)CC1,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7093,C1N(CCCOc2c(OC)cc(cc2)C(C)=O)CCC(C1)c1noc2c1ccc(F)c2,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0
7094,C(CNC(=O)c1c(I)c(c(I)c(c1I)N(C(=O)CO)C)C(=O)NCC(CO)O)(O)CO,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
7095,C1(c2c(cccc2)C2(c3c(Oc4c2cc(I)c(O)c4I)c(I)c(O)c(I)c3)O1)=O,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
7096,C(c1c(c(C(=O)c2ccc(cc2)Br)ccc1)N)C(=O)[O-].O=C(Cc1c(c(ccc1)C(c1ccc(cc1)Br)=O)N)[O-],Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
7097,COCCCOc1ccnc(CS(c2nc3ccccc3[n-]2)=O)c1C,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7098,c1c2c(ccc1)nc(CCCN(C)CC[C@]1(OC(=O)COC)[C@@H](C(C)C)c3ccc(cc3CC1)F)[nH]2,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.0,,,,,,,,,0.0,,
7099,C(Cc1ncc(CC)cc1)Oc1ccc(cc1)CC1SC(NC1=O)=O,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0
7100,CC(=O)OCCCCCCCC,CCCCCCCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7101,C(COCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc21)O.C(COCCO)N1CCN(C2=Nc3ccccc3Sc3c2cccc3)CC1,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,,0.0
7102,OC(=O)CCSCCC(O)=O,O=C(O)CCSCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7103,n1c[nH]c(c1C)CN1CCc2c(C1=O)c1ccccc1n2C,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7104,OC(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)=O,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7105,O[C@@](C)(CS(c1ccc(F)cc1)(=O)=O)C(Nc1cc(C(F)(F)F)c(cc1)C#N)=O,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0
7106,NC(OC(C[N+](C)(C)C)C)=O,CC(C[N+](C)(C)C)OC(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7107,C(NC(C)C)C(COc1ccc(CCOCC2CC2)cc1)O,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7108,C1[C@@H]([C@@](C(=O)CO)(OC(=O)CCCC)[C@@]2([C@@H]1[C@@H]1CCC3=CC(C=C[C@@]3([C@]1([C@H](C2)O)F)C)=O)C)C,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,1.0,,,,0.0,,,0.0,0.0,1.0,0.0
7109,C(OCC([C@@]1(OC(CCC)=O)[C@H](C[C@H]2[C@H]3[C@@]([C@]4(C=CC(C=C4CC3)=O)C)([C@@H](O)C[C@@]21C)F)C)=O)(=O)CC,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,1.0,,,0.0,0.0,,,0.0,,1.0,0.0
7110,O=C(CBr)OCc1ccccc1,O=C(CBr)OCc1ccccc1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
7111,C(CCCC)c1ccc(cc1)Cl,CCCCCc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7112,c1cc(OP(O)(=O)Oc2ccccc2)ccc1,O=P(O)(Oc1ccccc1)Oc1ccccc1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7113,COC(=O)c1ccccc1C,COC(=O)c1ccccc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7114,c1cccc(C(C(C)(C)C)=O)c1,CC(C)(C)C(=O)c1ccccc1,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
7115,c1cccc(c1)OC(c1ccccc1)=O,O=C(Oc1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7116,O=C(c1ccc(C)cc1)OCC,CCOC(=O)c1ccc(C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7117,Cc1cc(cc(C)c1)N,Cc1cc(C)cc(N)c1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
